name,symbol,id,percentageChangeMtdUsd,percentageChangeYtdUsd,athTimestamp,percentageDownFromAth,breakevenMultiple,cycleLowTimestamp,percentageUpFromCycleLow,volatility30d,volatility90d,circulatingSupply,priceUsd,currentMarketcap
Ren,REN,179d0193-a61e-47d1-8aae-d1fa9fd59d77,-16.42576702,-6.80893311,1613775600.0,83.09099419,5.91400826,1626771600.0,10.17666607,1.046749238,1.780777089,997763051.0,0.29435901,293544748.7
HedgeTrade,HEDG,070b8136-2a58-4573-83d4-0f7c687f07c6,-5.856219921,77.35399482,1591254000.0,73.43154638,3.763862265,1610377200.0,108.356738,2.335543218,3.228248752,348731468.4,0.816995195,284911934.1
Lisk,LSK,7ab662b2-2574-4e48-96ea-dc8eb4545a0b,-12.43876143,94.26990225,1515326400.0,94.31963638,17.60450681,1576612800.0,379.4738718,1.535640034,1.999239365,128633660.5,2.216315075,284876873.7
Verge,XVG,da344c6d-7912-4b68-81f2-8a77513c628d,-19.17979011,138.3886703,1514059200.0,93.88376017,16.34991478,1584061200.0,996.9458374,1.107086025,2.109022117,16467890644.0,0.017302844,284705211.2
Arweave,AR,06670a42-2bc8-448b-8fbe-759c940cb43f,-25.78458027,203.2240595,1620986400.0,81.2154956,5.323536778,1626825600.0,12.96902022,1.419679177,1.725818542,33394701.0,8.039921234,268124296.3
WazirX,WRX,d37ae24c-1a3f-4174-8992-e89f842ac4c7,-20.15356164,1249.75083,1617602400.0,84.27130299,6.357805733,1621785600.0,25.44107431,1.147324722,2.283339131,293763584.0,0.892800879,262300440.0
Kyber Network,KNC,9dfaa283-d0f5-4a10-b5c4-52e481850087,-20.2347515,56.01408159,1515520800.0,77.52982185,4.450342999,1548748800.0,1001.648765,1.365034033,2.148777411,205045092.1,1.24706447,255307629.1
Kava,KAVA,2749bf02-c5c8-4829-a127-b036e2672041,-9.068541807,174.8869971,1617706800.0,55.60288638,2.252398677,1621785600.0,45.5938658,1.272777036,1.823473636,70172142.0,3.589861275,251359873.9
Gnosis,GNO,7896123a-578d-48ac-a485-99fd1f1592cc,1.258932131,128.4316177,1515182400.0,63.07870251,2.708463862,1573074000.0,2190.258259,1.094011821,1.375430325,1504587.0,166.448252,250435876.1
Reserve Rights,RSR,ca97563f-48f9-429e-a4a6-8cb7ec4365d3,-18.68657842,-24.76847099,1618599600.0,83.62235118,6.105882542,1626771600.0,14.0931908,1.21456119,1.855797336,13159999000.0,0.018914119,248783501.0
Livepeer,LPT,80e0afa8-d453-48c9-b6aa-e3a00e3feff1,-37.19053955,699.7584746,1620691200.0,74.34015627,3.897139868,1626829200.0,7.081889192,1.586838084,1.998932639,21164655.33,11.45459562,242179168.5
Loopring,LRC,ce354118-d8d8-4d7f-a401-c413a3b05a2a,-20.93894775,12.65309378,1515528000.0,91.20583883,11.37118119,1576670400.0,886.7702816,1.541422179,1.753584492,1225574300.0,0.197459246,241946442.8
Synthetix USD,SUSD,62708e5e-75ae-41d4-9781-a296ee9af993,-1.258476854,-1.441913809,1570161600.0,48.82074903,1.953916834,1571508000.0,25.95623935,0.106234907,0.115143491,238076244.2,1.004102362,239052919.1
Nervos Network,CKB,1af1b150-3497-4ef4-b66b-94e17702785b,-26.61526067,117.2236163,1617213600.0,79.43041222,4.861546136,1626771600.0,12.02325149,1.131211837,2.146548407,27111150236.0,0.008811186,238589329.1
FRAX,FRAX,78432548-c901-4c07-9ca0-7f3933c0283f,8.689917251,-0.359771293,1614517200.0,40.56552108,1.682525057,1625364000.0,28.21921058,0.83607348,0.726085002,236722873.6,0.999562805,236619379.5
Maidsafe,MAID,08b365fd-200b-487b-8164-e2601dc5c015,-28.94137398,56.63842262,1618232400.0,62.81480991,2.689242673,1621800000.0,60.23455619,0.934086094,1.664309677,452552412.0,0.509841215,230729871.5
SKALE Network,SKL,68e7b107-6a42-40ec-9e5d-2bd9a7d0eb3a,-14.6709276,133.2593112,1615521600.0,84.33111504,6.382075064,1626771600.0,10.04988712,1.438987524,2.176752442,1213100288.0,0.186859017,226609140.7
Ocean Protocol,OCEAN,e770e959-537e-426f-992e-5ea1cbfe294c,-15.44032399,6.12365954,1618048800.0,80.77978224,5.202854683,1626771600.0,13.16470614,1.183717781,1.65139052,613099141.0,0.368486157,225875254.3
Wootrade Network,WOO,bf654020-68ba-460c-ba72-c1a7bce8ee0c,-30.05150658,-36.60692109,1620828000.0,67.21519971,3.050193965,1621785600.0,49.66851673,1.762557705,2.325276373,471337641.8,0.448614616,211448955.4
Mirror Protocol,MIR,ff92041e-7978-4fc3-83f9-dc21c044226e,-28.20685306,120.2166766,1618192800.0,78.80440861,4.717962248,1626775200.0,9.204144848,0.700537717,1.323776586,77742679.93,2.711109803,211255581.9
Storj,STORJ,eb7053e5-7c7e-4e20-bd10-fd805daeaf73,-7.145577274,150.1681771,1617278400.0,79.46291292,4.869239713,1624366800.0,43.50572535,1.666320956,1.878758399,288459570.8,0.731267529,210859667.8
Origin Protocol,OGN,182447d9-2240-4002-a6e4-24392e9fec6f,-0.713672256,430.743295,1617868800.0,80.38731905,5.098741996,1621785600.0,30.54743994,1.748457826,2.232561424,319868324.5,0.639500881,204504777.2
Fetch.ai,FET,fa82f7cf-f043-4dd1-9e7b-7e76942d7d60,7.697954262,403.926151,1617188400.0,69.25184911,3.252228089,1624366800.0,66.13422284,1.483082856,2.077499435,746113681.0,0.265370851,197543042.0
TomoChain,TOMO,1c37822c-d8f0-4fcb-9d2e-07a2c43e3a06,40.24878705,243.7393298,1618102800.0,34.6610491,1.530480649,1621785600.0,119.351857,1.558261749,1.710035537,83571912.5,2.327401463,194262782.7
WAX,WAXP,7a532850-9ec9-4780-94ad-d2759dc1c5cf,-2.855077287,216.8073211,1617152400.0,64.63837432,2.827924285,1624366800.0,45.85923236,1.399458954,1.577345702,1673856066.0,0.115283863,192968593.7
Mina,MINA,48cd59d3-886d-43b7-b0d2-479c29f9af5f,-23.38607593,-61.68379644,1623654000.0,63.92390523,2.771918653,1626829200.0,17.0701981,1.654233398,1.513307872,178548873.8,1.057304415,188750309.0
Status,SNT,8af4db08-3005-4ab0-b5d7-9e562502716e,-22.25438054,76.25962628,1515034800.0,92.0241516,12.53785114,1584061200.0,775.8133045,3.618284458,2.603564099,3470483788.0,0.054298828,188315987.2
VeThor Token,VTHO,e67b87dd-0066-4655-8fc5-33b939ad1c92,-26.11398112,590.6020227,1618617600.0,82.05604011,5.572905904,1626786000.0,13.41473798,1.595183507,1.899091646,37889430695.0,0.004858613,184123775.5
IoTeX,IOTX,50b7f853-1a81-49d1-accd-e0b8414cd21f,-1.277856955,187.1553755,1619744400.0,76.49596271,4.254588212,1624366800.0,44.38829593,1.65759875,2.216981445,9540779324.0,0.0189422,180420381.6
Ontology Gas,ONG,49fa9dd5-444e-4591-850d-33df47a8b75a,-13.70931108,227.090794,1621551600.0,73.97445847,3.842379221,1624366800.0,60.67570768,1.793928153,7.729588528,282540267.6,0.632358332,178827236.7
iExec RLC,RLC,d1f48a57-2c48-4512-abd6-90e8c29e5aba,-18.14312161,202.5482528,1620666000.0,84.85253926,6.601766573,1626825600.0,9.212333608,1.663335355,3.186129728,80070793.24,2.228358987,178364606.3
Band Protocol,BAND,a5c355c1-c467-4589-9b2a-952fea609e70,-10.29823065,-10.28591521,1618484400.0,78.61864085,4.676971156,1624366800.0,18.9446023,1.450783426,1.683062548,35191821.0,4.92469228,173133068.6
Dent,DENT,229471be-7246-4908-afc5-e4e4f07d840c,-25.90188043,801.9139958,1519275600.0,95.37393844,21.61666002,1585486800.0,2777.001001,1.320302029,2.030798282,98610710274.0,0.00176336,173123696.4
Augur,REP,4dfbb4ba-660d-46a1-8ff7-de3ad75cf87f,-15.23332041,-6.956050077,1515672000.0,87.27560489,7.858919748,1544889600.0,182.2542973,2.740481944,2.496576202,11000000.0,15.56512283,170814499.3
Constellation Labs,DAG,05a338ad-be1e-49df-b54a-bed565f7a8ce,73.13602347,1722.628984,1625986800.0,31.3860996,1.457430629,1626786000.0,27.10785695,2.401737849,2.195033257,1266911931.0,0.13489746,170450195.7
Conflux Network,CFX,990fea3c-3578-4a8b-825e-c386adebf4e3,-15.4352056,-76.89662875,1620403200.0,80.7064153,5.183069998,1624366800.0,16.08544277,1.417635882,1.830967341,856726345.3,0.198190339,169794885.2
Injective Protocol,INJ,0e38e60e-02e0-43f7-ad90-2096d23d48b8,-9.842166775,45.7788434,1620824400.0,76.72423802,4.296314772,1626760800.0,16.66352327,1.396117252,1.865381296,29442196.41,5.76403216,169705767.0
VENUS,XVS,df6d9f65-389a-4a15-8d02-6bf363b37211,-12.36839034,336.7545981,1620612000.0,89.2100062,9.267845917,1626750000.0,17.19712545,1.428767822,2.522470818,10417723.0,15.89126169,165519898.9
Orchid,OXT,268f54ff-dc13-4d21-87d1-acd6f7e76536,-16.02970402,5.278416082,1617620400.0,74.47026116,3.917000508,1624366800.0,21.09721356,1.247706033,1.465614876,682152109.5,0.239944737,163678174.8
ABBC Coin,ABBC,61498408-9763-4fc7-8252-a07fe28b25be,-1.39659334,-28.67179709,1602748800.0,78.99646223,4.761102682,1618956000.0,45.56238702,0.94647541,2.211506475,866041470.0,0.187866791,162700431.8
Swipe,SXP,8e8e4db3-782f-4999-b951-a4f33e3c6031,-20.07043485,112.7115235,1620061200.0,73.84095366,3.822769328,1626829200.0,9.657177182,1.133834745,1.921990827,106981302.0,1.506339455,161079405.4
Clover,CLV,2f7bf243-7369-4cfd-9c75-b0807c6f63bc,-17.72016756,-17.72016756,1626530400.0,41.44457605,1.707783725,1626750000.0,13.19447986,14.98611435,14.98611435,128777778.0,1.220284906,157237870.1
Anchor Protocol,ANC,9ffa49de-9902-427f-a28c-87a7ee56b6fd,-21.97408317,-35.30641867,1622149200.0,40.29163962,1.674807336,1626886800.0,0.435325553,0.508367857,0.50090191,87916447.83,1.775105826,156056459.9
Celer Network,CELR,5c0bebde-8a1d-4ff8-8e57-e5976cdb8cd8,4.666681334,473.2797023,1616904000.0,77.91330111,4.527611867,1626771600.0,12.98421224,1.690568257,2.336269446,5601205665.0,0.02785262,156018752.8
Reef Finance,REEF,6618a0cd-1a8a-47dd-a3f4-b849febd0d33,-18.33660585,29.49959109,1615777200.0,78.38144121,4.625655251,1626771600.0,9.484801593,1.332214575,1.926448038,12666667338.0,0.012095826,154077986.0
Numeraire,NMR,bc49d919-2925-472d-8bef-e189c0059ccc,-8.346784161,33.3171721,1621191600.0,66.66086617,2.999478046,1624366800.0,26.1068393,1.310679025,1.935244555,4996237.71,30.53653322,152317677.4
Energy Web,EWT,4c3eb414-0b6a-485e-886d-25b97cf9009f,-11.43716862,-23.19752029,1618621200.0,76.8770268,4.324703365,1626800400.0,15.33679916,1.027767308,1.488939149,30062138.0,5.03951474,151378965.9
Alpha Finance,ALPHA,5d1dbde9-b1c5-4fd8-8e93-43fcdb375569,18.9582637,138.3543588,1612533600.0,81.94247687,5.537858058,1624366800.0,66.71100032,2.216472697,2.305855103,285579035.0,0.514992333,147117985.6
FunFair,FUN,44bbc825-32bb-4c3f-879d-795f4d4aaf9e,-15.11390932,92.67198243,1515452400.0,92.66203806,13.62776215,1584061200.0,1143.683759,0.634681536,1.277382456,10418879190.0,0.014133799,147077431.6
Raydium,RAY,fd41189f-48ce-417b-97a4-3da221dfa5d8,-24.66875178,-72.63016529,1620018000.0,83.57368715,6.087793463,1626771600.0,8.271352677,0.893817,1.824113807,56030385.86,2.62,147012526.4
StormX,STMX,005a55a6-c89a-4ad7-b397-482353303186,-27.84707583,468.0212283,1617624000.0,84.30176765,6.370143959,1624366800.0,36.03653748,1.569743516,1.762279211,10000000000.0,0.014681376,146772846.5
Tokocrypto,TKO,5123ea27-b243-4384-95fa-0e5e519c12f9,1.362233215,-62.86037261,1620219600.0,68.34230544,3.158789716,1621785600.0,26.32164494,1.5053346,1.990604128,108500000.0,1.343343381,145928205.3
Flexacoin,FXC,263a4d53-90be-4788-8a23-71aff08a6e5f,-73.75133921,196.0377504,1613617200.0,87.67393469,8.112889028,1618156800.0,167.166279,8.330201496,15.24114558,7273713838.0,0.019694233,143250212.6
Electroneum,ETN,4dd07f81-52ad-4fa9-a518-f33fd7ceeb40,22.64737153,69.61607288,1616781600.0,80.35834263,5.091220059,1624366800.0,46.03933862,2.336336941,1.885220921,17882708975.0,0.007851482,140405773.1
Tribe,TRIBE,88db37d2-5679-435f-9d18-eadbcf2811f1,-7.106576421,-61.46106383,1620230400.0,68.24712502,3.149321126,1625857200.0,9.856899195,0.448918959,0.875547987,248364400.0,0.563960737,140067770.0
Dawn,DAWN,3535df26-408a-4851-a491-ea311ff5fd76,-1.883283843,1149.647476,1619568000.0,79.39942065,4.854232412,1624363200.0,75.23243352,1.995287663,1.830897125,69676484.09,1.999285229,139303165.4
Crypto.com,MCO,2eaa2dc3-2ce8-43f4-afed-1d0f58eed113,-19.56124512,226.5920147,1618930800.0,83.78412572,6.166796702,1625454000.0,537.6824967,1.305367355,2.474234141,15793831.09,8.580407306,135673151.2
Orbs,ORBS,d2938a70-e54e-426c-ad81-902e7515bf4a,-12.2241202,399.5053762,1615885200.0,80.24662993,5.062427304,1624366800.0,82.86997066,1.469505067,1.588741084,2229950518.0,0.060102853,134247119.7
Steem,STEEM,c4acb96d-d162-451f-951d-cf521868dcb8,-4.125084928,108.3876679,1514984400.0,95.864379,24.18016544,1584061200.0,268.1293635,1.842309897,1.845836515,393576114.6,0.339118712,133402090.4
Enzyme Finance,MLN,e0a59438-233e-4d36-b5e2-93834165c3db,-10.92222665,172.66122,1515117600.0,73.30019094,3.745345137,1584061200.0,3727.917324,1.672277031,2.21282384,1792737.626,74.01023242,132815529.8
Serum,SRM,09483b7c-049b-4a57-b2e9-9453cfe743ab,-18.15759825,135.7313452,1620036000.0,78.87054333,4.732729363,1626771600.0,10.85584956,1.380166957,2.048577111,50000000.0,2.652356302,132585703.9
Cartesi,CTSI,c5a18bc3-4f23-40db-811a-843eefb2ebef,-17.14330604,724.6812532,1620514800.0,79.93261711,4.983210842,1626771600.0,9.799359029,1.567972981,2.919670518,380866818.0,0.344424952,131157677.0
Ardor,ARDR,8527a458-d987-4132-9cc3-d85cd27dc74a,-29.23970411,57.17101561,1515027600.0,94.16426377,17.13579847,1584061200.0,426.8582126,1.749379116,1.698054443,998999495.0,0.130450549,130267899.6
Keep Network,KEEP,0783ede3-4b2c-418a-9f82-f171894c70e2,-7.744111167,5.984908118,1599771600.0,84.76213766,6.562600304,1605582000.0,32.29390409,1.845462164,2.106222923,559637607.9,0.231664593,129572291.4
Aragon Network,ANT,5e1b3515-6707-4f10-9842-07b625bb1796,-6.399587133,0.993454865,1623927600.0,82.28897918,5.646201935,1626771600.0,8.136996475,3.427466192,5.742774744,39609522.81,3.248648248,128570117.5
NKN,NKN,76164295-f774-434b-8a60-3b78f003c254,-14.08698096,885.9471993,1621058400.0,88.08207769,8.390724271,1626771600.0,9.481280055,1.374635914,1.935651399,700000000.0,0.181426414,127009396.2
Civic,CVC,90b4f888-aa6d-4e30-9ee5-81141e6802d9,-20.6021868,119.8765717,1514199600.0,88.92490835,9.029270648,1584061200.0,1510.597852,1.424794127,1.964225718,670000000.0,0.188198171,125989494.4
Ampleforth,AMPL,66bcbbca-0963-4376-8cc4-db93bce79cd9,21.04464839,10.67043161,1594526400.0,73.13586207,3.72243473,1600380000.0,12729.11248,0.888208952,1.347292447,117314885.9,1.071556592,125709539.3
Ultra,UOS,3f548a16-866f-4e2c-b3e9-5df6d32d9083,5.443019897,300.9626319,1620075600.0,38.94383796,1.637836324,1621785600.0,141.3887268,1.52621682,1.67979384,282789762.3,0.442073859,125013961.6
NuCypher,NU,40c5aae0-266d-4c5c-9a4f-89653e699829,-16.79557876,13.64298991,1613926800.0,82.22910923,5.627179937,1626778800.0,8.510063144,1.025536644,1.728741511,664250000.0,0.188016508,124923117.9
Uquid Coin,UQC,cf66033f-ca27-473c-8ab3-4f00f8965cb5,-35.94088225,175.659318,1620435600.0,59.5576051,2.472652776,1626750000.0,3.933581023,1.162485813,1.379468878,10000000.0,12.47610905,124761090.5
ZKS,ZKS,31e9fd97-a9b8-4724-b79d-20cdc999c50b,-17.58898919,119.0808127,1614214800.0,94.80321266,19.2426577,1626825600.0,9.166399983,1.391414377,2.004507313,197440000.0,0.627245151,123843282.7
Metadium,META,c3c547b8-8a5c-429d-964f-027104da76d5,-9.452350436,922.5821292,1617256800.0,75.16642638,4.026806674,1624363200.0,245.1699203,3.162457768,2.415164095,1245430304.0,0.098393398,122542119.3
Balancer,BAL,c47ecc75-5d26-4142-834b-a8274c640e7e,-12.7440265,25.56157203,1620126000.0,76.40691126,4.238529389,1624366800.0,26.34219219,1.450545662,1.639154246,6943831.0,17.46763375,121309979.3
Hive,HIVE,a8d3b465-b453-4e71-829c-74e588623376,-17.125482,137.3932967,1616893200.0,69.38966478,3.266870463,1624366800.0,66.32352022,1.703637576,1.846355458,420837897.0,0.285498824,120346745.8
Orion Protocol,ORN,01618d0d-1a10-484a-8e90-f70e9fdcd99c,-24.58938128,95.08425323,1616425200.0,86.1374057,7.213656968,1626789600.0,11.62095027,1.081479524,1.755731401,28985000.0,4.107591076,119058527.3
Chromia,CHR,1c1cd416-b027-4d73-9d4d-0a9edc63524d,99.30852981,1082.823753,1615618800.0,62.96590077,2.700214183,1621785600.0,132.3591697,2.305913818,2.278536521,429822250.0,0.267935315,115060221.9
RIF Token,RIF,429e6c37-efc4-41ff-8745-1f2242f6c78e,-0.986664591,-7.471300005,1592380800.0,79.11512503,4.788154114,1594324800.0,199.6992379,0.705657369,1.049462701,753513341.9,0.152132293,114582998.4
Polymath,POLY,546d309d-28ff-4936-8a0f-06fc202feb19,-9.765756603,89.30817578,1526378400.0,84.30052948,6.369641567,1584061200.0,1553.444351,1.640970039,1.838436342,618764164.5,0.18142858,111849831.7
Hxro,HXRO,deb9c9ae-7f8b-44ee-8f04-82cc149b5fe5,-10.7681105,187.1411782,1623340800.0,38.742182,1.632444695,1626872400.0,1.127355009,0.276885758,0.87152448,226755772.1,0.490148659,111144037.7
Ark,ARK,3cb2217e-1f57-431c-9dc3-e6c3dd7da578,-6.874426644,118.9273557,1515542400.0,92.13923383,12.72140626,1584061200.0,929.7252161,1.454784189,1.994305665,130597573.5,0.841130795,109986555.9
PAX Gold,PAXG,be5685e4-c09d-4671-8e50-abbe1dd50b43,1.77809704,-6.903652641,1621274400.0,17.31572909,1.209419868,1621425600.0,9.666731903,0.092768309,0.168887864,60161.0,1807.619399,108730088.0
Diamond,DMD,a1349051-6682-4fde-bfb3-714251c9e083,-20.9086117,-5.833178962,1604696400.0,74.54927582,3.929161281,1609315200.0,45.43154847,1.24390903,1.781325346,3614530.413,29.90141933,108077759.8
Rocket Pool,RPL,c94fb383-29ae-4702-8955-ea1a6e7aa489,19.33906259,384.6547593,1620795600.0,57.71513819,2.364912541,1624723200.0,47.41197892,1.358308273,1.599580174,10279742.4,10.4663101,107590971.7
Audius,AUDIO,26d83f67-2d5c-45de-a017-8240f095c760,18.51046597,461.2592547,1616857200.0,80.29991358,5.076119864,1624366800.0,50.39405599,2.148681231,1.981672801,120000000.0,0.901055454,107400331.4
BitShares,BTS,bc8d978c-4cd2-433a-87db-17eb9319a842,-16.03797745,63.41444674,1515272400.0,96.06495914,25.41269672,1584061200.0,231.5672683,1.081482847,1.814303408,2994380000.0,0.035288612,105556033.2
Stasis Euro,EURS,1656f9fd-a817-4721-9cc1-3c610361aa41,-1.446435812,-5.042984736,1601816400.0,18.71862989,1.230294222,1623628800.0,20.24554438,0.284011831,0.473733636,88625940.0,1.188838682,105361945.7
Linear,LINA,a11e2fe2-52ad-4482-bb70-ac23253b4a9a,6.803131676,74.76223568,1616065200.0,89.80493432,9.808666582,1624363200.0,40.69077244,1.601209484,2.022272044,3756094011.0,0.027706081,104066643.7
MediBloc,MED,7a2294a6-1519-4b78-bca0-096b81abab81,-25.50234578,694.3111022,1617332400.0,87.10648952,7.755839665,1624366800.0,79.32689466,2.128178745,1.873222281,2738131491.0,0.037668694,103103804.0
Crypto20,C20,c05c1798-0cbf-41f6-b7dd-d0421d9de94d,-13.6984295,146.9125817,1620622800.0,58.38725812,2.403110093,1626800400.0,15.14556541,0.78247284,1.250306638,39948455.69,2.473180805,98799753.8
DFI.Money,YFII,b208a34d-cc95-4011-9835-572cc0f1a46a,29.93369457,57.89449973,1599937200.0,63.1148453,2.711117815,1604577600.0,153.5666921,1.186287028,1.637614722,38596.0,2543.178191,97983285.1
Cream,CREAM,acaec23f-84ff-437f-be8b-df35c869ed1c,10.79944346,132.3243042,1612468800.0,57.79481422,2.369377084,1619161200.0,88.33283956,1.011626435,1.703411145,616378.0,155.9969797,96153106.38
RADIX,EXRD,60d6ad23-40aa-495f-98f4-24d85b9b418b,21.67923907,29.76326163,1616292000.0,32.29592209,1.477015906,1621782000.0,56.69593612,1.181185982,1.405725712,734834633.0,0.129964318,95502282.1
ælf,ELF,8e5c9eb3-6eff-459d-b5b5-f54a296bf01b,-18.9694258,64.28237858,1515355200.0,93.33019677,14.99294606,1584061200.0,341.6871249,1.468206569,1.540030309,544480200.0,0.174800247,95088780.7
DODO,DODO,3fcff7ed-8b77-4224-bc3c-21accd52cd5d,0.604735018,319.2329107,1613811600.0,89.25951756,9.310568731,1626760800.0,11.08093264,1.92636634,1.991718926,110551965.0,0.85767089,94817202.24
Wanchain,WAN,62a62782-9bef-47c5-8cd4-0e482de807a4,-12.87744633,56.19555304,1525384800.0,94.96429521,19.85819347,1584061200.0,502.0920162,1.130247382,1.672280672,193375945.8,0.49046701,94667444.1
LUKSO,LYXE,8c71d97b-fd04-407f-a1d0-dbc36b0ddc81,12.01767721,-30.0361319,1622660400.0,38.24899575,1.619406862,1624370400.0,60.41930342,1.451101627,2.40018857,14945915.71,6.208028278,92784667.35
Metal,MTL,00aa12c6-bc8f-4f51-b91e-abc189ef57da,-16.87208675,236.8361057,1504818000.0,90.71709717,10.77249238,1584061200.0,1006.958361,1.998515929,1.854208082,65588845.12,1.355747569,88650560.82
JUST,JST,f6cb278c-0916-4fe2-be5a-ee4c0669fcb4,-22.49305726,69.08429289,1617591600.0,79.64068606,4.911756864,1624366800.0,12.4433636,1.373832897,1.562375075,2260326706.0,0.0387486,87632406.74
Alice,ALICE,9423d44e-afab-4fb2-b443-b9081983eedc,20.36778939,-64.79107337,1619892000.0,74.27249214,3.886890271,1624366800.0,50.41720855,2.246332308,2.307199597,17400000.0,4.937269279,85902449.57
Oasis Network,ROSE,1035539d-7362-42e3-b41c-422d178af8c7,3.188653163,33.66216206,1615770000.0,76.83978767,4.317749708,1624366800.0,25.14111814,1.427297204,1.557789754,1500000000.0,0.057119624,85851164.26
Quarkchain,QKC,b1215323-daef-4be7-bcbc-2e95355d27e7,-9.850878088,156.5643064,1528275600.0,93.70201087,15.87808394,1584061200.0,919.5185755,1.273421463,1.697735985,6399906497.0,0.013373627,85589963.15
Travala.com,AVA,a619a799-ba3e-4e71-bdd7-0021185b2613,-25.89541564,110.384422,1618380000.0,73.4817887,3.770993407,1626836400.0,6.003825966,0.809776379,1.440964385,49594117.76,1.69761268,84010211.9
Populous,PPT,ae9f25d6-f94b-457c-ad3d-80df967d0352,-20.23891865,210.8249315,1517184000.0,97.88473771,47.27546102,1584061200.0,915.3719319,3.629699737,2.600119307,53252245.99,1.573599425,83619186.36
Wrapped Nexus Mutual,WNXM,f4a2bf8a-1ab9-4b3c-9c77-095873cba287,-7.822330994,108.9522496,1620824400.0,61.56761984,2.601972596,1624366800.0,19.31999343,1.358914371,1.54607471,1676964.0,49.61766942,83207045.39
Tokenlon,LON,b0d662bb-c4db-41e6-a142-265fb461edb6,-31.89915363,-7.157684415,1612040400.0,79.49946164,4.877920679,1626829200.0,4.25742048,0.744919331,1.279970965,39396417.76,2.091864767,82411978.26
Gitcoin,GTC,a0ff5e31-a1c4-478d-a0f5-e783277fbcf5,-18.8570293,-1.338860124,1623387600.0,66.33306721,2.970273551,1624366800.0,19.92528702,1.799621098,2.150293392,14198201.73,5.719798374,81210851.14
Monacoin,MONA,1335c36f-9def-490c-a911-a44bd671d061,-12.58843045,-8.741530592,1512554400.0,93.86949436,16.31186819,1544878800.0,248.7881994,0.875220069,1.644820514,65729674.87,1.229453483,80811577.69
Rally,RLY,782a5e64-7b43-4544-a96a-e534f4374028,-21.0147428,204.8318951,1617217200.0,71.70115775,3.533713469,1626789600.0,10.53982223,1.575464174,2.013914999,207880911.6,0.382272254,79467104.67
Bytom,BTM,e6496cfd-2bd8-40c4-87e3-4346b77f9a55,-11.10468497,0.811255148,1513756800.0,98.27534013,57.98244728,1584061200.0,51.9375692,1.073943775,1.653546299,1445210032.0,0.054896232,79309020.25
Komodo,KMD,2119dd5a-eb06-46b8-8522-3a145a49a316,10.65162211,25.1054069,1513839600.0,95.93235044,24.58422208,1584061200.0,189.3932717,1.923233363,1.919858556,126858534.2,0.623658602,79085212.96
UTRUST,UTK,d3b9d01c-0e04-4a65-b412-e40ccf77f336,-21.97335249,43.08438877,1620280800.0,82.23082864,5.627724444,1626771600.0,13.34361444,1.096473776,2.157848219,450000000.0,0.17367383,78173853.92
SafePal,SFP,5c5eceb7-e229-4ed1-ba5d-ee910b7f6851,4.891000088,-74.9814537,1616414400.0,81.45276374,5.391638874,1624694400.0,18.78096242,1.297737416,1.795446062,108166667.0,0.721194536,77978491.73
Gala,GALA,a98165fb-f93b-4a46-8ac3-ea61f14ebe59,26.63001929,-38.82254918,1620705600.0,46.28888235,1.861811937,1624525200.0,104.3589331,2.774104113,2.588123429,6977205436.0,0.01097541,76577689.42
BarnBridge,BOND,2e9228fd-5593-4fea-81bf-87040b2fc3af,-44.92016112,-16.53872162,1615755600.0,76.58207148,4.270232524,1626757200.0,7.145238904,1.862285328,1.708481734,3686309.186,20.74821513,76484336.04
BORA,BORA,70ffc67f-2d85-4162-8696-023dbc5f3d13,-8.649705405,208.0598249,1613678400.0,79.45873402,4.86824912,1624366800.0,127.6719923,2.015797738,1.71312533,853244246.8,0.089266758,76232549.39
Streamr,DATA,172a1e9a-f56c-4386-85e1-093d801e4e93,-27.34221212,110.6377654,1515322800.0,77.72731728,4.4898049,1584352800.0,1543.853709,1.820523481,2.48729044,892476206.3,0.082712321,73704952.28
Origintrail,TRAC,9f18e543-5b4f-444f-aaaf-0d3b3e790470,-18.42282544,38.67838638,1616076000.0,76.98465153,4.34492661,1624366800.0,23.46578847,1.523506285,1.830688755,357950421.9,0.205427197,73532751.68
Trust Wallet Token,TWT,d650d21c-65c4-4ec9-8e53-da5ea2ec1605,-6.734467296,-68.97368463,1620799200.0,72.69008323,3.661673554,1624366800.0,24.33050596,1.201071303,1.617806896,250926200.0,0.292864268,73314804.03
KeeperDAO,ROOK,75c20ffd-d1f8-4f7e-84ff-e2f3f5c6479e,-15.69291035,55.1452709,1613293200.0,84.86094318,6.605431317,1626699600.0,21.91881718,1.682499367,2.13658663,580079.5547,122.7604264,72686530.61
Badger DAO,BADGER,374488ea-d9d3-4aad-bf83-468427e204bc,-18.1477158,12.80491151,1612854000.0,91.78590622,12.1741975,1626829200.0,9.185717087,1.545225562,1.984087188,9841564.932,7.239556402,71299014.81
Kin,KIN,f7fbf2e0-5dcd-4e1e-9320-95d2e36c20b0,0.081708843,-21.83887471,1617620400.0,90.66257333,10.70958879,1624363200.0,49.43383123,2.33347243,2.665374645,1520000000000.0,4.66e-05,70803665.5
Syscoin,SYS,7dd394c7-f6ea-4128-b251-72fe7fdbc17d,10.32087719,85.02353024,1530651600.0,88.63508487,8.799009837,1584061200.0,903.5515028,1.878108247,2.630612901,615883733.8,0.114968505,70753214.78
