id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1y_in_currency,price_change_percentage_200d_in_currency,price_change_percentage_30d_in_currency
nano,nano,Nano,https://assets.coingecko.com/coins/images/756/large/nano-coin-logo.png?1547034501,4.39,585233407,108,,13626869.0,4.54,4.28,-0.033319702909,-0.7524200000000001,-6121509.540603161,-1.03517,133248290.0,133248290.0,,33.69,-86.99866,2018-01-02T00:00:00.000Z,0.026178999999999997,16633.37759,2017-07-16T00:00:00.000Z,,2021-07-10T04:39:28.328Z,324.89886854648535,319.0087417678097,-38.661119900914784
husd,husd,HUSD,https://assets.coingecko.com/coins/images/9567/large/HUSD.jpg?1568889385,1.0,579906680,109,,46836080.0,1.01,0.997019,0.0008469500000000001,0.08455,13307515.0,2.34866,577943491.400599,577943491.400599,,1.25,-20.15664,2020-03-13T02:40:09.956Z,0.816264,22.7404,2021-05-19T13:19:21.156Z,,2021-07-10T04:38:39.873Z,0.23494882213710602,0.43169524159891604,-0.44611544292001104
omisego,omg,OMG Network,https://assets.coingecko.com/coins/images/776/large/OMG_Network.jpg?1591167168,4.14,579785557,110,579785557.0,143904168.0,4.28,3.89,0.09135,2.2572,12615233.0,2.22424,140245398.245133,140245398.245133,140245398.245133,25.62,-83.90916,2018-01-13T00:00:00.000Z,0.350917,1074.80326,2020-03-13T02:30:10.072Z,,2021-07-10T04:40:08.136Z,166.55885254106994,39.09750673309883,-24.885219577350252
uma,uma,UMA,https://assets.coingecko.com/coins/images/10951/large/UMA.png?1586307916,9.25,570412061,111,957939204.0,16520807.0,9.46,8.95,-0.0477430427,-0.5136400000000001,-4079926.2257674932,-0.71018,61721845.32322659,103654497.209193,103654497.209193,41.56,-77.77211,2021-02-04T11:27:11.433Z,0.303625,2942.23833,2020-04-29T17:00:41.760Z,,2021-07-10T04:39:55.667Z,349.1905157919521,-2.8637799189986843,-29.163534848187346
nxm,nxm,Nexus Mutual,https://assets.coingecko.com/coins/images/11810/large/nexus-mutual.jpg?1594547726,81.81,565142304,112,565142304.0,16326.96,83.88,79.41,-0.399346746202,-0.48578000000000005,-1351238.9548444748,-0.23853000000000002,6908216.64176036,6908216.64176036,6908216.64176036,165.38,-50.53227,2021-05-12T14:56:42.518Z,6.96,1074.90142,2020-07-22T19:54:06.406Z,,2021-07-10T04:18:18.279Z,,246.19254066425688,-17.530605072100062
gatechain-token,gt,GateToken,https://assets.coingecko.com/coins/images/8183/large/gt.png?1556085624,3.17,524465781,113,,3317117.0,3.26,3.08,0.058052,1.8679700000000001,9743365.0,1.89294,165700942.50951442,300000000.0,,12.94,-75.54888,2021-05-12T11:39:16.531Z,0.25754000000000005,1128.7126,2020-03-13T02:18:02.481Z,,2021-07-10T04:38:32.051Z,492.6092449707621,612.9437496965212,-25.86888126477999
bitcoin-cash-abc-2,bcha,Bitcoin Cash ABC,https://assets.coingecko.com/coins/images/13120/large/Logo_final-21.png?1624892810,27.64,520185618,114,,10166442.0,28.25,26.46,1.06,3.99277,17909448.0,3.5656600000000003,18778295.8967894,21000000.0,,57.59,-52.18974,2021-05-10T00:50:43.461Z,9.21,198.94931,2020-11-15T18:28:32.658Z,,2021-07-10T04:40:09.708Z,,63.1611555022355,29.76265186408929
ankr,ankr,Ankr,https://assets.coingecko.com/coins/images/4324/large/U85xTl2.png?1608111978,0.071979,502482204,115,718218254.0,14059527.0,0.073076,0.06822399999999999,0.00081032,1.13859,3669405.0,0.73563,6996232711.125,10000000000.0,10000000000.0,0.21351299999999998,-66.54733,2021-04-16T19:44:04.474Z,0.00070728,9998.63497,2020-03-13T02:24:03.563Z,"{'times': 9.905896999699841, 'currency': 'usd', 'percentage': 990.589699969984}",2021-07-10T04:38:41.421Z,2067.851728572684,544.2030496760166,-24.263834357642054
ethos,vgx,Voyager Token,https://assets.coingecko.com/coins/images/794/large/Voyager-vgx.png?1575693595,2.21,492945034,116,,1105679.0,2.24,2.06,0.11030000000000001,5.24194,25193668.0,5.38612,222295208.238453,222295208.238453,,12.47,-82.24463,2018-01-06T00:00:00.000Z,0.01689847,13006.86744,2019-12-26T22:10:32.136Z,"{'times': 72.8163476671972, 'currency': 'usd', 'percentage': 7281.63476671972}",2021-07-10T04:32:10.157Z,4036.20421543545,1355.662385821155,-17.72929569033167
arweave,ar,Arweave,https://assets.coingecko.com/coins/images/4343/large/oRt6SiEN_400x400.jpg?1591059616,11.11,485677593,117,731415204.0,8950069.0,11.17,10.55,0.275069,2.53783,9733736.0,2.04514,43825615.0,66000000.0,66000000.0,44.42,-75.00995,2021-05-14T11:09:43.215Z,0.298788,3615.40241,2020-01-31T06:47:36.543Z,"{'times': 14.018693356123825, 'currency': 'usd', 'percentage': 1401.8693356123824}",2021-07-10T04:39:03.819Z,643.1373520138798,323.44991703913695,-38.29923341245624
iostoken,iost,IOST,https://assets.coingecko.com/coins/images/2523/large/IOST.png?1557555183,0.02116691,478056288,118,1901468619.0,70309044.0,0.02154845,0.01994927,0.00046871,2.26451,9482610.0,2.02372,22627281605.5105,22627281605.5105,90000000000.0,0.129829,-83.74781,2018-01-24T00:00:00.000Z,0.00160309,1216.20855,2020-03-13T02:25:35.257Z,,2021-07-10T04:39:34.990Z,230.7177592027865,242.40806029111783,-29.04427835610629
ravencoin,rvn,Ravencoin,https://assets.coingecko.com/coins/images/3412/large/ravencoin.png?1548386057,0.051826,475159588,119,,26798357.0,0.053061,0.0498242,0.00146327,2.9054900000000004,13077280.0,2.83008,9173190000.0,21000000000.0,,0.28521799999999997,-81.85817,2021-02-20T11:19:07.791Z,0.00893232,479.28675,2020-03-13T02:30:00.004Z,,2021-07-10T04:40:02.959Z,164.7685676919089,276.90347950112783,-31.982018630377475
wazirx,wrx,WazirX,https://assets.coingecko.com/coins/images/10547/large/WazirX.png?1580834330,1.09,473640358,120,,6583254.0,1.12,1.06,0.00834428,0.7726200000000001,3080601.0,0.6546700000000001,435082330.011867,1000000000.0,,5.88,-81.56131,2021-04-05T06:58:37.399Z,0.04757088,2178.59802,2020-02-05T07:19:43.950Z,"{'times': 53.41696894199425, 'currency': 'usd', 'percentage': 5341.696894199425}",2021-07-10T04:39:42.403Z,689.9186692209535,1331.7010867870122,-34.94693621702826
1inch,1inch,1inch,https://assets.coingecko.com/coins/images/13469/large/1inch-token.png?1608803028,2.54,439669060,121,3813970652.0,40835655.0,2.63,2.44,0.0061579600000000005,0.24323000000000003,265341.0,0.060390000000000006,172917845.99441049,1500000000.0,1500000000.0,7.84,-67.68749,2021-05-08T20:50:09.884Z,0.7677849999999999,229.76677,2020-12-29T16:38:53.144Z,,2021-07-10T04:40:10.133Z,,,-20.035021855336137
neutrino,usdn,Neutrino USD,https://assets.coingecko.com/coins/images/10117/large/78GWcZu.png?1600845716,1.0,418471625,122,,20585257.0,1.01,0.9919819999999999,-0.0004893319000000001,-0.0488,-899193.2908950448,-0.21441000000000002,417609347.109715,417604530.873849,,2.52,-60.31201,2021-03-17T18:34:56.998Z,0.7936249999999999,26.0593,2020-03-13T03:39:36.364Z,,2021-07-10T04:33:16.138Z,0.749570590781336,0.999020879607826,-1.043322031046515
bitcoin-diamond,bcd,Bitcoin Diamond,https://assets.coingecko.com/coins/images/1254/large/bitcoin-diamond.png?1547035280,2.13,399984140,123,,18322487.0,2.3,1.9100000000000001,0.224272,11.75003,40541143.0,11.278880000000001,188156897.953024,210000000.0,,147.18,-98.56075,2018-01-13T00:00:00.000Z,0.260892,711.93913,2020-03-13T02:22:31.096Z,,2021-07-10T04:38:28.475Z,157.86242362567748,309.0989097665206,-36.87437723426575
livepeer,lpt,Livepeer,https://assets.coingecko.com/coins/images/7137/large/logo-circle-green.png?1619593365,16.32,389675830,124,389675830.0,4634648.0,16.61,15.47,0.588498,3.7401,14158123.0,3.77029,23862548.8915448,23862548.8915448,23862548.8915448,45.44,-64.18626,2021-05-11T00:24:44.019Z,0.354051,4496.87705,2019-10-26T22:59:09.500Z,,2021-07-10T04:39:59.975Z,658.0994987341535,954.7408553769865,-41.64399528984638
ultra,uos,Ultra,https://assets.coingecko.com/coins/images/4480/large/Ultra.png?1563356418,0.478025,386403259,125,,1079943.0,0.480021,0.452424,0.018574880000000002,4.04285,15165325.0,4.08507,808624081.3083,1000000000.0,,0.732169,-34.79635,2021-03-29T12:14:19.299Z,0.02137354,2133.60803,2019-09-02T00:00:00.000Z,"{'times': 8.560491869321288, 'currency': 'usd', 'percentage': 856.0491869321288}",2021-07-10T04:37:10.388Z,1086.775809246996,323.3703519593867,21.15998669745009
hbtc-token,hbc,HBTC Captain Token,https://assets.coingecko.com/coins/images/12387/large/hbtc.jpg?1599529861,20.06,381991546,126,,64245.0,20.68,19.59,-0.261981586436,-1.2891,-3782041.206428349,-0.98038,19005351.0,21000000.0,,34.49,-41.87416,2021-05-20T09:24:46.590Z,2.43,723.38658,2020-10-08T13:04:39.089Z,,2021-07-10T04:38:34.407Z,,446.18907445058034,-24.630007848494483
perpetual-protocol,perp,Perpetual Protocol,https://assets.coingecko.com/coins/images/12381/large/token_2000x2000.png?1615791204,8.83,381656405,127,1324084420.0,19614989.0,9.38,8.75,-0.378363928823,-4.10983,-16785286.809794962,-4.21273,43236261.91386427,150000000.0,150000000.0,16.14,-45.29243,2021-03-19T06:54:21.268Z,0.6695439999999999,1218.46416,2020-11-19T05:18:13.592Z,,2021-07-10T04:33:25.420Z,,720.904211688435,-2.335205364622934
pirate-chain,arrr,Pirate Chain,https://assets.coingecko.com/coins/images/6905/large/Pirate_Chain.png?1560913844,2.05,377217879,128,,868652.0,2.19,2.0,0.01399906,0.6863600000000001,-12310584.64909345,-3.16038,183900622.29255,200000000.0,,16.76,-87.73435,2021-04-23T18:13:27.423Z,0.00797788,25668.80032,2020-11-26T02:10:52.806Z,,2021-07-10T04:36:04.115Z,6859.629696254569,897.8568517695862,-62.20655659141613
renbtc,renbtc,renBTC,https://assets.coingecko.com/coins/images/11370/large/renBTC.png?1589985711,33881.0,376281677,129,376281677.0,6574364.0,34207.0,32702.0,838.9,2.5388900000000003,10601513.0,2.89912,11107.00305729,11107.00305729,11107.00305729,64594.0,-47.61642,2021-04-14T11:52:35.016Z,8877.48,281.15024,2020-06-27T19:54:44.712Z,,2021-07-10T04:33:25.207Z,268.74563298739145,48.31763781927633,-9.503415150280384
celo,celo,Celo,https://assets.coingecko.com/coins/images/11090/large/icon-celo-CELO-color-500.png?1592293590,2.9699999999999998,374145916,130,2974811247.0,15978786.0,3.05,2.85,0.03988174,1.35925,4516475.0,1.2218900000000001,125771313.0,1000000000.0,1000000000.0,7.32,-59.32044,2021-05-18T08:28:14.261Z,0.800156,272.16185,2020-05-22T04:15:27.736Z,,2021-07-10T04:39:57.821Z,56.527649909568176,89.48220332953508,-1.762569175387572
fei-protocol,fei,Fei Protocol,https://assets.coingecko.com/coins/images/14570/large/ZqsF51Re_400x400.png?1617082206,1.0,367164239,131,368445866.0,20314633.0,1.01,0.9953679999999999,0.00469843,0.47102000000000005,-2049992.7400858402,-0.55523,366383107.46860176,367662007.73645,367662007.73645,1.11,-9.86617,2021-05-19T17:09:49.508Z,0.669435,49.19016,2021-04-18T03:44:09.238Z,,2021-07-10T04:40:00.074Z,,,0.41526966076029803
the-sandbox,sand,The Sandbox,https://assets.coingecko.com/coins/images/12129/large/sandbox_logo.jpg?1597397942,0.5195489999999999,363072323,132,1549400938.0,802508563.0,0.5435559999999999,0.37513,0.11744099999999999,29.20637,86437785.0,31.2462,702992326.2233225,3000000000.0,3000000000.0,0.9158379999999999,-43.7083,2021-03-28T16:04:16.964Z,0.02897764,1679.09808,2020-11-04T15:59:14.441Z,,2021-07-10T04:40:07.595Z,,990.048725584106,77.99281847309226
lisk,lsk,Lisk,https://assets.coingecko.com/coins/images/385/large/Lisk_Symbol_-_Blue.png?1573444104,2.48,358461581,133,,31511614.0,2.59,2.43,-0.072991155728,-2.86109,-11337286.389960468,-3.0658,144460177.0,,,34.92,-92.89864,2018-01-07T00:00:00.000Z,0.101672,2339.29983,2017-03-01T00:00:00.000Z,,2021-07-10T04:39:18.485Z,107.53931528300853,93.9104123758329,-23.563057437241458
verge,xvg,Verge,https://assets.coingecko.com/coins/images/203/large/verge-symbol-color_logo.png?1561543281,0.021221630000000002,349035203,134,,10347841.0,0.02143371,0.02021827,0.00056415,2.73098,8674794.0,2.54871,16465389744.4592,16555000000.0,,0.261874,-91.91441,2017-12-24T00:00:00.000Z,2.23e-06,947459.8108,2015-02-06T00:00:00.000Z,,2021-07-10T04:38:29.156Z,215.9389574691737,191.3899337724367,-31.355535559959918
bakerytoken,bake,BakerySwap,https://assets.coingecko.com/coins/images/12588/large/bakerytoken_logo.jpg?1600940032,2.0,347259237,135,555320014.0,103598492.0,2.17,1.94,0.01504008,0.7564900000000001,1782306.0,0.5159,173365349.151182,277237400.0,277237400.0,8.38,-76.24522,2021-05-02T13:30:43.680Z,0.00848322,23378.75033,2020-11-09T13:42:09.948Z,,2021-07-10T04:39:12.477Z,,8939.118164100419,-39.4322346039408
constellation-labs,dag,Constellation,https://assets.coingecko.com/coins/images/4645/large/Constellation.jpg?1613976385,0.139698,338299433,136,,5062203.0,0.14344,0.112026,0.02511164,21.91502,60883621.0,21.9467,2421647006.9093,3550000000.0,,0.14344,-2.07433,2021-07-09T20:43:44.722Z,0.0011018900000000001,12647.62014,2019-03-09T00:00:00.000Z,"{'times': -0.021095370751129, 'currency': 'eth', 'percentage': -2.109537075112974}",2021-07-10T04:25:38.437Z,1241.4228537634028,1504.1307705958686,210.85855215920014
ton-crystal,ton,TON Crystal,https://assets.coingecko.com/coins/images/12783/large/96667603_115652523474502_6550262491509686272_n.png?1602885498,0.533152,327836982,137,,5003920.0,0.550194,0.522925,-0.005165783555,-0.95962,-3235936.525382161,-0.9774100000000001,615065367.0,5031129698.0,,2.56,-79.23627,2020-10-13T21:23:14.299Z,0.167648,217.36108,2020-12-27T23:18:24.412Z,,2021-07-10T04:36:40.459Z,,0.503313518772595,40.58339418911415
republic-protocol,ren,REN,https://assets.coingecko.com/coins/images/3139/large/REN.png?1589985807,0.36230599999999996,319036663,138,362067264.0,17004894.0,0.373477,0.350309,0.00249446,0.69327,1637745.0,0.5159900000000001,881153018.7549117,1000000000.0,1000000000.0,1.8,-79.9237,2021-02-20T00:17:32.664Z,0.01548,2234.25996,2019-02-25T00:00:00.000Z,"{'times': 1.906601398073918, 'currency': 'eth', 'percentage': 190.6601398073918}",2021-07-10T04:38:49.867Z,103.83895448258941,35.03825295017269,-26.379288419823993
reserve-rights-token,rsr,Reserve Rights Token,https://assets.coingecko.com/coins/images/8365/large/Reserve_Rights.png?1557737411,0.02394377,314783529,139,2392371314.0,22973183.0,0.02458321,0.02335854,-0.000103586442,-0.43076000000000003,-1036561.4353746176,-0.32821,13157804000.0,100000000000.0,100000000000.0,0.117424,-79.67352,2021-04-16T17:45:02.062Z,0.00121354,1866.8104,2020-03-16T11:09:08.151Z,"{'times': 20.767064485674307, 'currency': 'usd', 'percentage': 2076.706448567431}",2021-07-10T04:39:42.863Z,200.27096126851123,26.18735333558121,-29.134827268587284
golem,glm,Golem,https://assets.coingecko.com/coins/images/542/large/Golem_Submark_Positive_RGB.png?1606392013,0.313633,313520179,140,,3739139.0,0.344452,0.293906,0.00815186,2.66853,7106831.0,2.31936,1000000000.0,1000000000.0,,1.32,-75.95649,2018-04-13T09:13:22.739Z,0.00913753,3384.63563,2016-12-12T00:00:00.000Z,"{'times': 30.36325828029464, 'currency': 'usd', 'percentage': 3036.325828029464}",2021-07-10T04:39:02.880Z,472.60514007678864,177.46011975812954,4.044748004350731
maidsafecoin,maid,MaidSafeCoin,https://assets.coingecko.com/coins/images/80/large/maidsafecoin.png?1547033750,0.686535,310194058,141,,946221.0,0.687831,0.6549349999999999,0.02854541,4.33828,11684998.0,3.91445,452552412.0,452552412.0,,1.37,-50.21235,2021-04-12T14:04:59.247Z,0.011106999999999999,6059.21458,2014-05-22T00:00:00.000Z,"{'times': 21.884503262073103, 'currency': 'usd', 'percentage': 2188.4503262073104}",2021-07-10T04:38:28.024Z,610.0309185251419,100.8775396457955,-7.434998412701406
kava,kava,Kava.io,https://assets.coingecko.com/coins/images/9761/large/Kava-icon.png?1585636197,4.35,305679506,142,,29062601.0,4.53,4.26,-0.024448586512,-0.55833,-1365637.5582174659,-0.44477000000000005,70172142.0,138074864.0,,8.01,-45.79055,2021-04-06T12:04:25.290Z,0.287137,1412.08658,2020-03-13T02:24:16.835Z,,2021-07-10T04:40:08.644Z,229.2703357419966,190.6394205323826,5.875265097535332
wootrade-network,woo,Wootrade Network,https://assets.coingecko.com/coins/images/12921/large/w2UiemF__400x400.jpg?1603670367,0.645095,301595902,143,1933544818.0,40050139.0,0.6591239999999999,0.615908,0.01267292,2.00387,5006756.0,1.68811,467942453.678915,2992232009.44082,3000000000.0,1.38,-53.55295,2021-05-09T21:39:24.988Z,0.02211546,2806.86961,2021-01-04T10:19:13.803Z,,2021-07-10T04:38:31.212Z,,1935.1982550853422,-40.75057583905273
chia,xch,Chia,https://assets.coingecko.com/coins/images/15174/large/zV5K5y9f_400x400.png?1620024414,272.64,300065278,144,,30228701.0,279.18,269.0,-0.852010259469,-0.31153000000000003,-1274651.995046258,-0.42299000000000003,1101043.20257566,22100496.1970319,,1645.12,-83.48221,2021-05-15T14:24:45.107Z,206.86,31.36326,2021-06-22T14:01:14.011Z,,2021-07-10T04:39:34.353Z,,,-50.96582087929272
nervos-network,ckb,Nervos Network,https://assets.coingecko.com/coins/images/9566/large/Nervos_White.png?1608280856,0.01108205,298362765,145,,12304430.0,0.01164814,0.01050484,0.00036157,3.37273,8412929.0,2.90151,26981735117.2312,,,0.04370633,-74.74608,2021-03-31T17:08:59.155Z,0.00248711,343.79025,2020-03-13T02:22:31.662Z,"{'times': 0.10820533923456101, 'currency': 'usd', 'percentage': 10.8205339234561}",2021-07-10T04:40:09.841Z,102.03264588177947,177.20515173136891,-47.52428487855914
loopring,lrc,Loopring,https://assets.coingecko.com/coins/images/913/large/LRC.png?1572852344,0.238284,296583078,146,327175243.0,18256328.0,0.241815,0.228814,0.00257553,1.09268,2033990.0,0.69054,1245991468.94246,1373873440.44246,1374513896.0,2.4,-90.1184,2018-01-09T00:00:00.000Z,0.01963893,1109.70142,2019-12-18T13:14:41.553Z,"{'times': 2.971398181607621, 'currency': 'usd', 'percentage': 297.13981816076216}",2021-07-10T04:39:54.903Z,155.37424187414106,46.58938059783008,-28.433681311483927
skale,skl,SKALE,https://assets.coingecko.com/coins/images/13245/large/SKALE_token_300x300.png?1606789574,0.242591,295323846,147,1704118732.0,30409881.0,0.248281,0.23108199999999998,0.00748295,3.18277,10997311.0,3.8678500000000002,1213100288.0,4309175751.43027,7000000000.0,1.22,-79.83886,2021-03-12T05:14:18.439Z,0.060828999999999994,303.11904,2020-12-23T22:31:29.345Z,,2021-07-10T04:39:41.186Z,,144.75340145178782,-26.807414747367336
gemini-dollar,gusd,Gemini Dollar,https://assets.coingecko.com/coins/images/5992/large/gemini-dollar-gusd.png?1536745278,1.0,294247236,148,,10994996.0,1.01,0.9917159999999999,0.00332589,0.33324000000000004,3263967.0,1.1217,293928041.11,293928041.11,,3.3,-69.62972,2018-10-11T17:36:21.529Z,0.78261,28.21112,2018-09-29T00:00:00.000Z,"{'times': 0.001363331598406, 'currency': 'usd', 'percentage': 0.13633315984060002}",2021-07-10T04:35:21.117Z,0.417006368410603,-0.6226949596155911,-1.033092774468005
mirror-protocol,mir,Mirror Protocol,https://assets.coingecko.com/coins/images/13295/large/mirror_logo_transparent.png?1611554658,3.76,292546828,149,1394478689.0,18279857.0,3.8,3.62,0.088118,2.39703,6777004.0,2.37149,77742701.815513,370575000.0,370575000.0,12.9,-70.92848,2021-04-10T04:24:49.114Z,0.898899,317.31563,2020-12-22T07:49:52.172Z,,2021-07-10T04:38:33.676Z,,292.49633111793247,-10.031922629242981
pax-gold,paxg,PAX Gold,https://assets.coingecko.com/coins/images/9519/large/paxg.PNG?1568542565,1819.0,292000696,150,,6016749.0,1835.83,1804.62,2.5700000000000003,0.14158,181192.0,0.062090000000000006,160533.253,160533.253,,2241.37,-18.80743,2021-05-17T19:02:29.657Z,1399.64,30.02082,2019-11-18T03:09:35.959Z,,2021-07-10T04:32:47.362Z,1.166276378802445,-3.844480970930836,-4.559131267128095
asd,asd,AscendEx Token,https://assets.coingecko.com/coins/images/5003/large/bitmax.png?1621310871,0.38820499999999997,288909486,151,,1406348.0,0.390431,0.378005,0.00957401,2.52858,7283851.0,2.58636,743798994.444,743798994.444,,3.26,-88.08893,2021-03-27T18:14:42.486Z,0.01307461,2867.42733,2018-12-10T00:00:00.000Z,"{'times': 20.32996632488004, 'currency': 'usd', 'percentage': 2032.9966324880038}",2021-07-10T04:34:33.690Z,943.5547111486753,618.4168028520188,-8.246696190310917
pundi-x-2,pundix,Pundi X,https://assets.coingecko.com/coins/images/14571/large/vDyefsXq_400x400.jpg?1617085003,1.12,288900091,152,288900091.0,13876172.0,1.15,1.04,0.02729155,2.5031600000000003,7071109.0,2.50901,258491637.231924,258491637.231924,258491637.231924,10.07,-89.06558,2021-03-31T06:39:32.892Z,0.6031700000000001,82.52483,2021-06-22T14:01:09.171Z,,2021-07-10T04:39:56.820Z,,,-26.33811402625031
oxygen,oxy,Oxygen,https://assets.coingecko.com/coins/images/13509/large/8DjBZ79V_400x400.jpg?1609236331,1.42,287488926,153,14206702842.0,363134.0,1.45,1.4100000000000001,-0.002330817063,-0.16379000000000002,-1147701.551930666,-0.39763000000000004,202361469.02,10000000000.0,10000000000.0,4.16,-65.83123,2021-03-16T22:38:50.717Z,1.24,14.79565,2021-03-16T14:03:26.301Z,,2021-07-10T04:36:59.820Z,,,-29.79365543025277
wink,win,WINkLink,https://assets.coingecko.com/coins/images/9129/large/WinK.png?1564624891,0.00036646,280955796,154,,12612042.0,0.00037527000000000003,0.00035643000000000003,6.872719999999999e-07,0.18789000000000003,359266.0,0.12804000000000001,766299999999.0,999000000000.0,,0.00289424,-87.37996,2021-04-05T20:24:01.448Z,4.185e-05,772.86838,2020-03-13T02:23:00.686Z,"{'times': 2.051312600688047, 'currency': 'usd', 'percentage': 205.13126006880475}",2021-07-10T04:40:06.015Z,388.36907270693507,377.4279644327299,-24.28238840074295
compound-uniswap,cuni,cUNI,https://assets.coingecko.com/coins/images/12696/large/compound-uni.png?1601789718,0.41894699999999996,280157429,155,,221381.0,0.434336,0.40879899999999997,-0.00261140353,-0.61946,-2198593.4425724745,-0.77866,667668308.877807,667668308.877807,,0.908721,-53.99292,2021-05-03T04:23:46.712Z,0.03552288,1076.91979,2020-11-05T08:45:03.205Z,,2021-07-10T04:38:43.326Z,,491.2551481548003,-17.318270042203345
nusd,susd,sUSD,https://assets.coingecko.com/coins/images/5013/large/sUSD.png?1616150765,1.01,268470138,156,268470138.0,87907304.0,1.02,0.9981129999999999,0.00513545,0.5121800000000001,-3573751.838554442,-1.3136700000000001,266437250.828733,266437250.828733,266437250.828733,2.45,-59.0956,2020-02-18T03:23:56.261Z,0.429697,133.64201,2020-03-18T08:09:20.698Z,,2021-07-10T04:34:35.814Z,0.488158976294967,0.851626189325409,0.291351195519642
osmosis,osmo,Osmosis,https://assets.coingecko.com/coins/images/16724/large/osmosis.jpeg?1624849879,2.26,263225593,157,2260643332.0,1393048.0,2.5300000000000002,2.25,-0.219411601267,-8.84705,-19173802.493947476,-6.7896,116438356.0,325000000.0,1000000000.0,5.04,-55.27159,2021-06-28T08:18:33.332Z,2.25,0.0,2021-07-10T04:19:23.092Z,,2021-07-10T04:32:32.165Z,,,
gnosis,gno,Gnosis,https://assets.coingecko.com/coins/images/662/large/logo_square_simple_300px.png?1609402668,173.6,261129058,158,1735553065.0,6140722.0,180.2,170.16,-1.5627266579680001,-0.89214,-2704712.665713042,-1.02516,1504587.0012636958,10000000.0,10000000.0,441.99,-60.6929,2018-01-05T00:00:00.000Z,6.88,2423.70472,2020-03-13T02:24:11.825Z,,2021-07-10T04:37:03.377Z,570.1368696923194,162.6618786047451,-4.451784009027137
status,SNT,Status,https://assets.coingecko.com/coins/images/779/large/status.png?1548610778,0.06626,256320630,159,,19904533.0,0.068746,0.060822999999999995,0.00349622,5.57043,12480736.0,5.11841,3880483788.3096976,6804870174.0,,0.6849179999999999,-90.37998,2018-01-03T00:00:00.000Z,0.00592935,1011.23995,2020-03-13T02:10:36.877Z,,2021-07-10T04:40:08.059Z,137.16569382913403,93.65808900171409,-23.962371899378603
klever,klv,Klever,https://assets.coingecko.com/coins/images/12240/large/Klever_Logo_200x200.png?1598441556,0.04613504,251384549,160,,989562.0,0.04835313,0.04559864,-0.0013899668119999999,-2.92471,-8495943.064194977,-3.26917,5452785315.03029,10000000000.0,,0.166705,-72.42218,2021-03-11T07:40:08.275Z,0.00338913,1256.49883,2020-12-29T16:24:38.986Z,,2021-07-10T04:38:54.370Z,,766.871615555478,-27.536645303991314
tribe-2,tribe,Tribe,https://assets.coingecko.com/coins/images/14575/large/tribe.PNG?1617487954,0.594062,250850673,161,594021482.0,2280450.0,0.608318,0.587316,-0.010281078883999999,-1.7012,-4358200.880687296,-1.7077,422292258.41731346,1000000000.0,1000000000.0,2.45,-75.82117,2021-04-03T23:33:40.147Z,0.572861,3.39843,2021-06-27T05:55:40.790Z,,2021-07-10T04:39:40.750Z,,,-26.10697150047155
ergo,erg,Ergo,https://assets.coingecko.com/coins/images/2484/large/Ergo.png?1574682618,6.28,249297261,162,,1185559.0,6.34,6.08,-0.041370470069,-0.6544700000000001,-1053934.1643224955,-0.42098,39653277.0,97739924.0,,29.58,-78.85238,2018-04-27T05:42:11.253Z,0.094191,6542.05829,2020-03-13T02:24:59.299Z,,2021-07-10T04:32:41.815Z,2931.4274784489653,1417.4773520783026,-37.12602087569653
balancer,bal,Balancer,https://assets.coingecko.com/coins/images/11683/large/Balancer.png?1592792958,22.25,240279650,163,2224840746.0,16493373.0,22.89,21.5,0.0094615,0.042550000000000004,-582732.4268229306,-0.24194000000000002,10799858.375589402,43265000.0,100000000.0,74.45,-70.23783,2021-05-04T13:35:02.939Z,6.65,233.34785,2020-06-23T17:05:28.767Z,,2021-07-10T04:39:23.892Z,129.74857285517467,75.49613139814711,-15.188900456994167
pundi-x,npxs,Pundi X [OLD],https://assets.coingecko.com/coins/images/2170/large/pundi-x.png?1548386366,0.00101319,239637829,164,,18661.51,0.00114676,0.00094154,-7.504401000000001e-05,-6.89597,-17749355.75295061,-6.89597,236519288706.32507,258498693019.07,,0.01446299,-92.99464,2018-05-14T06:15:26.308Z,7.686e-05,1218.28265,2020-03-13T02:07:57.484Z,"{'times': -0.9997630957656981, 'currency': 'eth', 'percentage': -99.97630957656989}",2021-07-10T04:12:57.701Z,424.86791916382003,412.61006039267045,-40.12588106001666
seth,seth,sETH,https://assets.coingecko.com/coins/images/8843/large/sETH.png?1616150207,2146.02,239532317,165,239532317.0,3798563.0,2198.79,2087.38,-1.809478328659,-0.08425,2617352.0,1.10476,111617.181334912,111617.181334912,111617.181334912,4503.98,-52.1048,2021-05-12T14:42:28.493Z,0.01254476,17195840.03154,2020-04-01T00:44:33.804Z,,2021-07-10T04:31:48.016Z,782.5842423877019,250.69626744696697,-18.033465165380814
