"name","symbol","percentageChange90dUsd","percentageChangeYtdUsd","athTimestamp","percentageDownFromAth","breakevenMultiple","cycleLowTimestamp","percentageUpFromCycleLow","volatility30d","volatility90d","sector","category","circulatingSupply","priceUsd","percentageChange24HrUsd","currentMarketcap"
"Metronome","MET","-23.129513879018905","107.33812864762358","1620777600","57.76951043768964","2.367957393732121","1626825600","6.741955067875819","0.9058088718234223","1.2054228530205333","Interoperability","Infrastructure","11942624.40975152","2.7140302730726087","10.749009047652807","32412644.188001517"
"Stacks","STX","-56.49275779850929","107.83817308045931","1618441200","66.83141916512886","3.0149013760295396","1624366800","75.53046094048784","1.856186097176537","1.6125274506274059","Smart Contract Platforms","Infrastructure","1183297777.892063","0.8923078546696935","8.457243369783592","1056152063.7574627"
"Enjin Coin","ENJ","-52.10965607371937","680.173124228765","1617969600","73.17970334469749","3.7285195344858155","1624366800","34.75334266426449","1.6372010542986994","2.1887834241819015","Gaming","Media and Entertainment","834331121.3990188","1.053830296279536","4.793696851313249","879738854.6772432"
"Flexacoin","FXC","-70.53585703079499","196.037750378388","1613617200","87.67393469188279","8.112889028272955","1618156800","167.16627901914828","8.330201496280791","15.241145581780938","Payment Platforms","Financial","7273713838","0.019694232658087955","","143250212.61392587"
"EcoCoin","ECO","-41.39130088217885","75.85206549204769","1511960400","98.37451777096797","61.52020502835654","1584061200","926.3560311541927","0.438404968444329","1.9272430006313535","","","1174774.08579617","0.01279232262921713","","15028.089121948211"
"Maker","MKR","-40.18327404558787","314.08657643082955","1620075600","61.369902158962866","2.588655105443948","1624694400","25.97876422421254","1.2558500913891788","1.8033388784498663","Lending","Financial","991328.3819549301","2398.1377675995122","8.20513878190022","2377968564.503035"
"Gnosis","GNO","-12.413073578848385","128.4316177143822","1515182400","63.078702505685854","2.7084638619593453","1573074000","2190.2582588613304","1.0940118210857424","1.3754303251192945","Prediction Markets","Financial","1504587","166.4192902906192","7.012375494668264","250554977.6331109"
"Iconic","ICON","17.21621842100222","82.11891705109868","1519012800","97.95125528441046","48.81037605079273","1594375200","681.2517086455559","0","1.8545079514783223","","","592893.53","","",""
"Advanced Internet Blocks","AIB","-32.1694121118018","96.08396780463664","1516028400","95.87211030679109","24.225453544584077","1595840400","725.1460844072088","0.8684078715701284","","","","0","","",""
"BitTorrent","BTT","-67.47159184841692","595.4493539472775","1617591600","84.27218967278672","6.358164163956981","1624366800","12.053747725121946","1.3445512259831167","1.5302651522872637","Misc","Services","659952625000","0.0020371786511438786","2.2675440440728125","1344652240.9128492"
"Pundi X","NPXS","-68.19917830697192","507.6158427101316","1617192000","87.82481273745913","8.213426031455613","1624766400","46.09214527521542","3.6907277501060283","3.640769278511029","Payment Platforms","Payments","0","0.001054485159105679","22.735870336462575","0"
"HEROcoin","PLAY","-39.19218189118834","272.6694800447012","1617300000","80.80220197460426","5.208930725686111","1626804000","27.223771996314873","2.0427923945269613","2.561742699247405","","","248635771.5743759","0.013544454656685618","23.580754294053026","3367635.9341191775"
"Golem","GNT","-25.725195035394226","148.6443871161392","1515398400","75.2298714930422","4.0371207590590625","1584061200","1242.0115931293662","1.1919994573538455","1.4156518950926287","Shared Compute","Services","1000000000","0.297963644720387","1.9113410835852866","297963644.720387"
"Memetic / PepeCoin","MEME","-54.46498734027227","647.2831745184598","1513044000","96.56813914721324","29.138710539151887","1605787200","4102.978576406348","1.333989168202803","2.45880855639121","","","29873793.68160976","0.05236288542833237","","1564278.0358597713"
"Fetch.ai","FET","-33.86525053260161","403.92615103607","1617188400","69.25184910829157","3.252228088517871","1624366800","66.13422284469887","1.4830828563915264","2.0774994346287103","AI","Infrastructure","746113681","0.26487405847199774","-0.8409542682911324","198595064.08760384"
"Chromia","CHR","14.258642355180795","1082.823753050268","1615618800","62.96590076858367","2.7002141830189075","1621785600","132.35916971480484","2.3059138181271703","2.278536521194062","Application Development","Infrastructure","429822249.993648","0.2702876181570633","7.469587808441876","116344026.05163035"
"AidCoin","AID","-78.44193191349903","291.0988487319309","1517677200","91.51217998783595","11.781588188331996","1584565200","1074.0066577958141","0.33188273938948026","2.383564940038209","","","42547118.13964261","0.03215763344675325","","1368214.6293503332"
"Crypto20","C20","-40.04825648420166","146.91258174275242","1620622800","58.3872581190785","2.403110092724934","1626800400","15.145565411849768","0.782472839990628","1.250306637655793","Asset Management","Financial","39948455.68806224","2.473180804983505","","98799753.79644965"
"Rentberry","BERRY","3.1121404260060803","456.4392857377875","1524916800","98.35600109698169","60.82729119612176","1584061200","1803.1135596110157","4.817311789371553","2.857061248613141","","","301431306.9919926","0.0014740928582538085","","444337.7368910076"
"Swissborg","CHSB","-51.0294563110278","101.82089777968024","1620147600","67.35959784498581","3.063687742727094","1624366800","25.955706640061404","1.1553062084067303","1.4765865068384403","Asset Management","Financial","1000000000","0.5394024240357841","10.309871881249604","539402424.0357841"
"Dock","DOCK","-24.989653820785588","263.50867569232855","1617512400","63.29225902935299","2.724221032287551","1621785600","87.18974001182342","1.7391222002825029","2.4982924687476826","Data Management","Services","690645623.13517","0.061164959309133335","5.651511491807725","42243311.43609371"
"Mineum","MNM","-4.290517886788733","37.108317591161565","1515549600","94.49849233637524","18.176835535681732","1576162800","1031.4605593741173","0","3.3329191028015366","","","9436366.84876144","0.007276366259654951","","68662.46135205425"
"Polymath","POLY","-41.63526834643636","89.30817577965851","1526378400","84.30052947968055","6.369641566610316","1584061200","1553.4443506521775","1.640970039270842","1.8384363420927814","Asset Management","Financial","618764164.5449315","0.18104736757192552","-5.796623577685609","112044217.55295925"
"Populous","PPT","-62.90307340521889","210.8249315062814","1517184000","97.88473770861624","47.275461018398076","1584061200","915.3719318815203","3.6296997370617023","2.6001193070795483","Payment Platforms","Financial","53252245.99438964","1.5954288980767546","11.158500420322301","84648635.56349632"
"Caspian","CSP","-28.75819048560076","236.24750865038524","1617998400","73.33653386327236","3.7504501285470484","1621785600","28.014942047993024","1.54556416536187","1.9265398179383069","","","449036296","0.016510252908635597","14.002051979770162","7407094.205254735"
"BORA","BORA","-56.638479881621684","208.05982487512918","1613678400","79.45873402454701","4.868249119577197","1624366800","127.67199226898765","2.015797737671507","1.7131253303372762","","","853244246.7790345","0.08967836302213962","","76517547.30920234"
"LikeCoin","LIKE","11.05802823657236","31.34377559963199","1622332800","40.9192015945547","1.6925973023205336","1626800400","11.480174553980724","0.8338970038637795","1.1586821271657382","","","1038910330.1041231","0.016200809754461573","","16831188.60996177"
"Dentacoin","DCN","-76.41509207827822","76.13803768304149","1515348000","99.77250785269828","439.57561254792887","1585573200","886.4941408814614","1.3898519635969258","2.155760939144479","Misc","Services","548105296887","0.00001870727492002969","9.334306706603568","10253556.473989602"
"Mithril","MITH","-54.58675134641447","190.71009898113638","1519549200","99.5290170501343","212.3219110766469","1584061200","1483.9991929735857","1.6695657522878242","2.328832236887124","Social Media","Media and Entertainment","1000000000","0.03814003732987243","9.30274382206706","38235016.248894066"
"Storj","STORJ","-53.76249087214947","150.16817714937085","1617278400","79.4629129200388","4.86923971304449","1624366800","43.505725352935684","1.666320955860448","1.8787583990743493","File Storage","Services","288459570.8226945","0.7359788757875569","3.077680977904438","212596159.89634582"
"Celer Network","CELR","-44.775901278870364","473.2797022616427","1616904000","77.91330110725616","4.527611866563415","1626771600","12.984212235051762","1.6905682570199074","2.3362694455483526","Scaling","Infrastructure","5601205664.798","0.02791526477259249","11.109883355800022","156600449.6228476"
"Turtlecoin","TRTL","-82.63136281524547","430.62782596261184","1617670800","93.98780606986374","16.63286333774892","1626807600","8.706933686614255","0.7983206905756902","1.8323959707581428","Currencies","Payments","106366384424.54","0.000058307005354634904","4.265364456041968","6201905.346194808"
"Dreamcoin","DRM","-49.90218719593867","105.41699498160348","1620277200","82.70007715468611","5.780372600163792","1621728000","9.917312665367174","0.06366718031522711","12.29115534202248","","","2658966.67020086","0.021274055368568284","","56567.00416503074"
"Faceter","FACE","209.47814947639446","355.8132056782986","1527274800","86.85180145036942","7.605604647855714","1611176400","870.0984642094988","2.6144825914815093","2.5160601286446784","","","470477311.16","0.004108866242493529","","1933128.341684448"
"All Sports","SOC","-26.310264113304115","561.2653758738784","1525564800","94.42627816492457","17.94133309105957","1584072000","807.5919672200055","1.5246439400938578","3.1191627206300003","Misc","Media and Entertainment","1499999999.6973062","0.016794596180563403","4.564428298414596","25191894.265761483"
"Moss Coin","MOC","-42.77385057013595","253.31534324721204","1616893200","77.08872907729302","4.364664026598879","1624042800","105.34219884774207","4.400746043688518","3.3477609503032966","Virtual and Augmented Reality","Media and Entertainment","367194688.837625","0.0758486947237352","","27851237.85782196"
"Hedera Hashgraph","HBAR","-35.96591535216057","400.7988992602144","1615773600","63.158905544287805","2.7143601860203432","1624363200","16.134761461950244","1.0832325330838062","1.8293136516268584","Smart Contract Platforms","Infrastructure","8950827385","0.16511422956534738","3.1852998484235577","1478990236.4783378"
